Unnamed: 0,SPX,ES_BID,ES_ASK,VIX
2025-04-10 11:37:24.735951,5250.18,5284.75,5285.25,42.16
2025-04-10 11:37:27.776273,5249.1,5285.25,5285.5,42.16
2025-04-10 11:37:30.819194,5249.24,5283.5,5284.0,42.16
2025-04-10 11:37:33.845592,5247.02,5282.25,5282.5,42.15
2025-04-10 11:37:36.848194,5246.32,5281.25,5281.5,42.15
2025-04-10 11:37:39.887035,5246.07,5279.0,5279.25,42.15
2025-04-10 11:37:42.890763,5243.32,5276.75,5277.0,42.15
2025-04-10 11:37:45.910951,5243.83,5278.0,5278.25,42.15
2025-04-10 11:37:48.958034,5243.85,5278.5,5279.0,42.37
2025-04-10 11:37:51.977193,5245.05,5281.5,5281.75,42.37
2025-04-10 11:37:55.014944,5245.88,5280.25,5280.75,42.37
2025-04-10 11:37:58.054125,5245.54,5280.25,5280.5,42.37
2025-04-10 11:38:01.099692,5245.26,5279.75,5280.25,42.37
2025-04-10 11:38:04.141616,5244.06,5278.0,5278.5,42.38
2025-04-10 11:38:07.147567,5242.58,5277.5,5277.75,42.38
2025-04-10 11:38:10.158019,5242.78,5277.0,5277.5,42.38
2025-04-10 11:38:13.174438,5242.58,5277.5,5277.75,42.38
2025-04-10 11:38:16.178161,5243.02,5279.25,5279.5,42.38
2025-04-10 11:38:19.228465,5243.87,5280.0,5280.25,42.48
2025-04-10 11:38:22.269773,5245.04,5280.25,5280.75,42.48
2025-04-10 11:38:25.274943,5244.59,5279.25,5279.5,42.48
2025-04-10 11:38:28.318384,5245.25,5281.25,5281.5,42.48
2025-04-10 11:38:31.318510,5243.99,5278.75,5279.0,42.48
2025-04-10 11:38:34.327928,5244.41,5279.25,5279.75,42.39
2025-04-10 11:38:37.377488,5244.81,5280.25,5280.5,42.39
2025-04-10 11:38:40.424382,5245.99,5281.5,5282.0,42.39
2025-04-10 11:38:43.425219,5245.9,5280.75,5281.25,42.39
2025-04-10 11:38:46.427781,5245.91,5281.75,5282.0,42.37
2025-04-10 11:38:49.477627,5244.88,5280.5,5280.75,42.37
2025-04-10 11:38:52.483560,5245.49,5281.75,5282.0,42.37
2025-04-10 11:38:55.484509,5246.47,5283.25,5283.75,42.37
2025-04-10 11:38:58.530820,5246.54,5282.25,5282.75,42.37
2025-04-10 11:39:01.541389,5245.76,5279.75,5280.25,42.35
2025-04-10 11:39:04.591250,5242.06,5275.75,5276.25,42.35
2025-04-10 11:39:07.634823,5241.18,5275.75,5276.25,42.35
2025-04-10 11:39:10.644343,5240.63,5276.25,5276.5,42.35
2025-04-10 11:39:13.645606,5240.93,5275.75,5276.25,42.35
2025-04-10 11:39:16.658864,5240.1,5274.0,5274.25,42.63
2025-04-10 11:39:19.668325,5239.88,5274.75,5275.0,42.63
2025-04-10 11:39:22.709859,5238.99,5273.0,5273.5,42.63
2025-04-10 11:39:25.756620,5240.65,5275.5,5276.0,42.63
2025-04-10 11:39:28.763824,5240.82,5274.5,5274.75,42.63
2025-04-10 11:39:31.811970,5239.17,5273.0,5273.25,42.66
2025-04-10 11:39:34.852544,5239.36,5275.0,5275.5,42.66
2025-04-10 11:39:37.854229,5240.28,5275.5,5276.0,42.66
2025-04-10 11:39:40.854971,5239.73,5274.75,5275.0,42.66
2025-04-10 11:39:43.867800,5239.62,5274.5,5275.0,42.66
2025-04-10 11:39:46.874778,5239.16,5274.5,5274.75,42.72
2025-04-10 11:39:49.876304,5238.38,5274.0,5274.25,42.72
2025-04-10 11:39:52.922114,5237.99,5272.75,5273.0,42.72
2025-04-10 11:39:55.932395,5238.87,5273.75,5274.0,42.72
2025-04-10 11:39:58.934253,5238.39,5274.0,5274.25,42.72
2025-04-10 11:40:01.984902,5238.91,5274.0,5274.25,42.77
2025-04-10 11:40:04.996063,5239.36,5276.0,5276.5,42.77
2025-04-10 11:40:08.001422,5240.65,5278.5,5279.0,42.77
2025-04-10 11:40:11.006836,5243.52,5279.25,5279.75,42.77
2025-04-10 11:40:14.017456,5242.81,5280.0,5280.25,42.77
2025-04-10 11:40:17.024070,5243.88,5280.0,5280.25,42.5
2025-04-10 11:40:20.034655,5243.71,5279.25,5279.5,42.5
2025-04-10 11:40:23.037120,5242.68,5279.5,5279.75,42.5
2025-04-10 11:40:26.041031,5242.91,5277.75,5278.25,42.5
2025-04-10 11:40:29.061698,5241.06,5276.5,5277.0,42.5
2025-04-10 11:40:32.087570,5242.51,5278.75,5279.25,42.65
2025-04-10 11:40:35.089492,5243.26,5278.0,5278.25,42.65
2025-04-10 11:40:38.099475,5242.23,5277.5,5277.75,42.65
2025-04-10 11:40:41.106801,5242.41,5278.25,5278.5,42.65
2025-04-10 11:40:44.115015,5242.51,5279.75,5280.0,42.65
2025-04-10 11:40:47.129375,5244.14,5280.25,5280.75,42.55
2025-04-10 11:40:50.140247,5244.87,5281.25,5281.5,42.55
2025-04-10 11:40:53.155176,5245.69,5281.75,5282.25,42.55
2025-04-10 11:40:56.157854,5246.2,5282.5,5282.75,42.55
2025-04-10 11:40:59.161204,5246.03,5281.5,5281.75,42.55
2025-04-10 11:41:02.176560,5246.07,5281.75,5282.25,42.49
2025-04-10 11:41:05.225760,5247.07,5282.25,5282.75,42.49
2025-04-10 11:41:08.273011,5246.35,5282.5,5282.75,42.49
2025-04-10 11:41:11.291382,5246.78,5283.0,5283.25,42.49
2025-04-10 11:41:14.296624,5249.05,5284.0,5284.25,42.49
2025-04-10 11:41:17.346800,5246.91,5282.5,5283.0,42.21
2025-04-10 11:41:20.351266,5245.54,5280.0,5280.5,42.21
2025-04-10 11:41:23.395555,5246.35,5282.0,5282.25,42.21
2025-04-10 11:41:26.437908,5246.51,5281.75,5282.0,42.21
